0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153
10.567320261437908,11.134640522875818,11.875163398692811,12.617647058823529,13.752941176470591,15.190849673202614,16.01437908496732,17.362091503267976,18.982352941176472,19.54705882352941,21.050980392156863,21.925490196078435,23.23660130718954,24.116993464052285,25.375816993464053,25.97647058823529,27.355555555555554,28.478431372549025,29.964705882352945,30.575163398692812,29.8640522875817,33.63986928104575,32.962745098039214,34.72222222222222,34.99738562091503,34.51895424836601,36.95555555555556,36.80718954248366,37.60849673202615,38.78562091503268,31.982352941176472,33.91503267973856,34.90326797385622,30.229411764705883,32.455555555555556,33.952287581699345,30.56013071895425,32.711111111111116,35.00588235294117,35.16732026143791,36.3235294117647,37.20261437908497,38.665359477124184,39.16535947712418,40.84444444444445,37.0281045751634,38.62418300653595,41.07320261437909,37.16078431372549,38.77647058823529,40.38562091503268,41.2313725490196,43.56013071895424,43.484313725490196,44.843790849673205,45.456209150326806,47.61960784313725,41.40915032679739,44.439215686274515,44.568627450980394,41.76732026143791,43.10915032679738,45.01764705882353,40.635294117647064,42.67581699346405,44.66470588235294,45.69346405228758,47.537254901960786,49.331372549019605,48.01699346405229,48.19281045751634,49.5875816993464,49.90196078431372,47.30653594771242,47.79869281045751,48.325490196078434,46.35359477124183,46.040522875817,48.05816993464052,46.76339869281046,46.96339869281046,49.156209150326795,48.98235294117647,48.68496732026144,50.95294117647059,52.213725490196076,47.40588235294118,49.627450980392155,52.33725490196079,47.51307189542484,49.71045751633987,51.01372549019608,47.84901960784313,49.17843137254903,50.22483660130719,51.93202614379085,52.09673202614379,52.991503267973854,53.65882352941176,55.998039215686276
3.4000000000000004,4.1000000000000005,3.6999999999999997,4.7,5.7,6.7,7.000000000000001,8.200000000000001,8.9,11.3,12.6,11.799999999999999,11.0,5.3,10.299999999999999,11.600000000000001,7.3999999999999995,6.9,5.8999999999999995,6.4,7.000000000000001,7.1,13.3,14.6,15.8,12.1,10.5,17.5,28.499999999999996,30.2,19.8,18.6,24.5,22.5,19.6,20.9,16.2,21.5,17.8,17.7,16.400000000000002,18.099999999999998,22.2,22.5,21.5,20.4,16.2,21.9,14.899999999999999,23.0,21.0,21.4,23.1,20.8,26.6,26.3,30.3,27.800000000000004,33.4,32.0,28.9,32.2,25.900000000000002,25.3,25.4,28.999999999999996,28.7,21.8,33.800000000000004,30.3,32.6,28.4,29.4,30.0,18.2,33.6,32.800000000000004,33.900000000000006,27.900000000000002,20.9,20.200000000000003,28.599999999999998,20.599999999999998,27.700000000000003,31.1,31.7,33.4,37.1,36.5,33.2,37.4,35.4,28.9,27.3,24.5,28.199999999999996,19.5,20.0,27.0,29.799999999999997
21.3,21.099999999999998,21.099999999999998,21.7,23.0,25.6,23.9,28.9,29.299999999999997,27.800000000000004,30.0,32.0,34.0,34.4,34.9,36.1,35.6,40.400000000000006,39.900000000000006,39.900000000000006,40.9,43.8,40.2,42.5,42.199999999999996,42.699999999999996,44.6,43.2,43.7,44.800000000000004,42.8,44.0,42.5,39.6,41.6,41.9,40.5,42.5,43.8,42.8,44.5,44.7,46.300000000000004,47.199999999999996,49.8,45.7,46.1,47.9,48.4,48.6,52.1,51.2,55.00000000000001,53.900000000000006,53.7,53.0,54.300000000000004,49.8,52.5,51.7,51.300000000000004,52.300000000000004,53.6,51.2,52.7,53.6,53.6,55.00000000000001,57.9,56.599999999999994,54.400000000000006,57.3,57.099999999999994,56.8,56.2,56.10000000000001,54.900000000000006,54.300000000000004,55.50000000000001,55.7,55.900000000000006,57.3,58.3,56.89999999999999,58.099999999999994,58.699999999999996,56.3,56.8,60.4,56.89999999999999,56.599999999999994,59.4,56.49999999999999,57.099999999999994,57.599999999999994,58.9,59.8,59.9,60.0,62.9
3.237037095689594,3.046530658598848,3.4432330347321543,3.508721489347881,3.2545404949302905,3.3437359145558645,3.3458669910284935,3.2893571006228557,3.368910485952488,3.00550820740438,3.684805714888952,3.606865809654988,3.658489127666391,4.180577419693215,4.38865182663167,4.739705248631626,5.175468642717313,5.53600149675627,5.988621788572618,5.852850052023442,5.0482458531003065,5.076697241797401,4.050447927346946,5.226668945355423,4.681250987939102,4.503996070796457,5.554788182296563,3.8211503687429307,2.8901443461343916,2.650081224569817,3.8052615388039355,3.249630873795591,3.1176792588189297,3.494886691627151,3.2413563063060375,3.531873264133082,3.969464162144123,3.9986689869746512,4.3264686998747335,3.883547163436441,4.179294819740696,4.067838913533808,4.229994364270075,4.27473685711455,4.366507838585649,4.019144667506394,4.321961339799069,4.5408531422631375,4.458468263219222,4.695356692665337,4.484066465324183,4.818624957612105,5.1081165692330615,5.608258588751801,5.6317358225112795,5.160987771714399,4.463564313657943,3.8311649361847535,3.8473186536548383,3.9509487664768415,4.035493345861375,3.850139789960678,4.535338622909224,4.802973896121875,4.775564520492256,4.544873871546498,4.803112732583983,4.841755776614974,4.840103042551308,4.775807646164144,4.607242161708311,4.534433549615017,4.895595867759401,4.253882090155186,4.7847522924813815,3.8592648799094604,3.7330186517201205,3.6507397031554647,4.171685046595077,4.539683436517258,4.5823011548482695,4.981164916975984,5.478515585973935,4.836338095646605,4.843742123060406,4.442899289268103,3.766557959460622,3.5834447824732827,3.7086523520489654,4.060630248426824,3.298784949586738,3.889806669314604,4.332958017638998,3.8238149717397065,4.521022515000784,4.787560864573551,5.441037702601517,6.218168064635651,5.27526636457574,4.254954368521557
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153
5.959266079672022,7.167276722353269,8.19347598653058,8.505520072563021,7.6614278833476535,7.763244333578871,7.399805438770968,6.967770512400109,7.082747797947302,6.869118400424136,6.5432986446455415,6.2486956854427556,6.117604498046674,6.054702247993619,5.55787770268808,5.374203705544566,5.476386745590011,4.902589457019482,4.547747252744787,4.563474372651842,4.213164954640507,3.826176288554871,3.4854469670439077,3.3482140238518805,3.1267004434548173,2.943191439560036,2.749469558965147,2.479258645799425,2.51952547366323,2.3990902681163715,3.3420757121167153,3.040791916055617,2.819535456962835,3.5372131412356507,3.473086409325693,3.2253321093141643,3.8526558247734517,3.5848977505553004,3.4131096155253897,3.259456683289771,3.1278708522647034,3.0941488600213543,2.8502471020642446,2.7022321589226816,2.552072642706578,3.256972177842084,3.0289516419304743,2.8446749600055172,3.360672767339968,3.3499661838805754,3.103138029759226,2.93838055280299,2.730600167430304,2.71572803390104,2.5421595650716546,2.5043699918011435,2.214078224082398,2.930567729438832,2.715699206906985,2.646416291679432,3.141688723732443,2.9409304459765067,2.7721652100132963,3.430378146925783,3.1130155405655406,2.7574587860730744,2.877837568794201,2.6524551058750525,2.4319711285510097,2.6118699712067643,2.4958765348795975,2.3530663789736685,2.266480084138758,2.841431910246805,2.729310929778354,2.480576106651157,2.8646475635229374,2.695201475754283,2.6729848251966093,3.019083142411475,2.8298711206274096,2.618657034792931,2.597841847775029,2.4721300399755344,2.33079527438544,2.13000562061983,2.7261348525153264,2.468527265710768,2.3305605581071642,2.687095023585301,2.4559615761127347,2.412573046690498,2.860502490747988,2.6440012453864603,2.533126417970345,2.4198935952155414,2.4473304875567066,2.4490233183343424,2.2054971143311146,2.067542441548865
4.137150291442871,3.497611328125,3.3869317817687987,3.200708469390869,3.108488040924072,2.8450453147888184,2.5389202270507814,2.489335388183594,2.2395472946166994,2.285660533905029,2.1940009040832518,2.0498805389404295,2.1775529823303224,2.0714868774414064,1.7183306789398194,1.7071898670196533,1.793098867416382,1.6464722442626953,1.4907727832794189,1.4223057842254638,1.4667254581451417,1.6187925262451173,1.6070201759338378,1.5995987854003906,1.5225979900360107,1.534049451828003,1.297752056121826,1.4231576862335205,1.5419055194854736,1.5095930461883544,1.6153993453979492,1.6138626174926758,1.6194055652618409,1.5301175785064698,1.690407211303711,1.5618221321105956,1.6663319625854491,1.547611587524414,1.5861198387145996,1.5294075050354003,1.6128280487060547,1.5069195957183839,1.5814947624206543,1.6162438011169433,1.421429449081421,1.7095319576263428,1.6268693065643312,1.5541489639282227,1.938808666229248,1.9708670349121094,1.8804780445098876,1.6702524337768554,1.6154404163360596,1.570022939682007,1.4688580055236817,1.599757833480835,1.4351070022583008,1.5151489086151122,1.4735384635925293,1.6662614555358888,1.4508748683929444,1.497573455810547,1.4128946056365967,1.6596677665710449,1.5892245922088624,1.5881442985534668,1.5591949882507323,1.6406691417694093,1.3769472961425782,1.410014404296875,1.4944077358245849,1.2970630416870117,1.4534682712554932,1.3676060428619385,1.4187564640045165,1.490590581893921,1.3903899421691894,1.4649585933685303,1.3996243877410888,1.6203699760437011,1.3165591716766358,1.4654919338226318,1.459449270248413,1.4616559314727784,1.3251134452819824,1.2640544567108154,1.4144542541503906,1.4459420509338379,1.3837762413024903,1.4374009246826172,1.6088193855285644,1.526208044052124,1.7820795230865478,1.693914529800415,1.6351067638397216,1.5326695613861083,1.5001481266021728,1.4943442096710204,1.4020723552703858,1.3489879932403563
8.556061645507812,16.541415496826172,24.94160583496094,22.264959045410155,23.504507415771485,25.166923095703126,23.24513269042969,21.82457992553711,20.275710845947266,18.15665148925781,20.595234832763673,18.18607177734375,19.282038940429686,17.81279675292969,15.929615356445312,20.28116339111328,21.42156442260742,32.9783037109375,35.55053491210938,34.97578564453125,26.45348175048828,25.202311584472657,14.7843360748291,11.225031311035156,9.187645645141602,9.352463668823242,9.961639923095703,5.050226821899414,7.273711074829102,5.143784324645996,6.471736434936523,10.025344787597657,5.432101379394531,7.081278022766114,7.2255898971557615,7.8582587280273435,6.800296493530274,7.471152687072754,8.01200225830078,8.42253385925293,8.587387252807618,13.332675506591796,5.6062244720458985,6.251029823303223,6.958446365356445,7.367880569458007,6.5904330749511715,6.713493240356446,10.329185958862304,9.81504296875,14.43756704711914,12.456353393554688,9.318915344238281,8.548398483276367,6.4298394241333,7.887397918701172,4.2790546875,4.847479263305664,4.748972770690918,5.236280731201171,7.233014778137207,5.434737365722656,5.860243453979492,6.748998077392578,10.276349884033204,6.374740142822265,6.860121376037598,8.699573974609375,7.158812507629395,8.388720260620117,7.357890441894531,7.496007469177246,5.094953887939453,7.1996181716918946,9.43145018005371,5.797899864196777,6.165940147399902,4.441629051208496,7.070091835021973,10.663591354370118,11.649187759399414,6.871068817138672,12.85800715637207,7.557246215820313,5.843659172058105,4.74898673248291,6.306742027282715,4.747967987060547,6.315345748901367,5.86706332397461,4.502606712341309,6.174141304016113,8.209427581787109,9.159645736694335,12.468516906738282,7.688155700683594,13.003370819091797,13.532100158691406,10.316573806762696,10.016343154907226
