nepochs,accuracy,loss
1,9.885659722222224,2.303412365754445
2,12.253645833333332,2.195566277056933
3,29.376250000000002,1.7686944314166906
4,41.73145833333333,1.4933626738538344
5,54.41996527777778,1.2284495036529843
6,63.82420138888889,1.0192423547445022
7,70.68121527777778,0.8705642770176104
8,74.91385416666667,0.7476096126786861
9,79.13055555555556,0.6487327407478938
10,81.41222222222221,0.5760162430017756
11,83.73145833333332,0.5012482797421948
12,86.40656249999999,0.44560680753870674
13,87.94489583333332,0.39594963602878885
14,89.07284722222221,0.3546638732394662
15,90.05378472222223,0.32012061344084525
16,90.67572916666667,0.3061004241100356
17,91.76708333333333,0.2748771553972081
18,92.40302083333334,0.2660593099981155
19,92.64416666666666,0.2527389499223547
20,93.47135416666667,0.22964343431385603
21,93.9738888888889,0.21685129635412728
22,93.26118055555555,0.23591763702596955
23,93.11902777777777,0.2441115121622411
24,93.04177083333333,0.2350977877130591
25,94.18145833333335,0.20854803180514583
26,94.16527777777777,0.22474798570088864
27,93.28590277777778,0.22937264609488794
28,93.65989583333334,0.22446184667412436
29,93.43774305555554,0.23486690259643397
30,92.94277777777778,0.25344307399174076
31,92.82541666666668,0.2631911854046981
32,93.68284722222221,0.2285081745972424
33,93.07722222222223,0.2558516573865997
34,91.86159722222222,0.27554339374580633
35,92.81368055555555,0.2628664695327206
36,92.84350694444443,0.28608167621449915
37,91.33659722222221,0.32274584577546334
38,91.74538194444443,0.3099875263674714
39,90.80194444444446,0.35471330807124885
40,89.79270833333332,0.3769177690584462
41,89.5503125,0.4024252086281219
42,88.7523611111111,0.42037710784047083
43,87.45163194444444,0.48056910453988816
44,86.12194444444442,0.5014447338525438
45,83.7414236111111,0.5523633239226992
46,84.68527777777778,0.5620013701656297
47,84.05965277777779,0.5804364094457334
48,82.37864583333332,0.692674904420501
49,81.46388888888889,0.6532379713938634
50,81.1540972222222,0.686088743355128
51,78.54802083333333,0.7462199380122331
52,77.72663194444443,0.8096338557829023
53,76.32631944444445,0.8664812139998466
54,74.38541666666667,0.9075780724219555
55,73.44677083333333,0.8884542425978234
56,73.53555555555556,0.9359315985557601
57,70.3026388888889,1.0414728274737712
58,68.37368055555555,1.066876921932989
59,64.24392361111111,1.1965581513296641
60,61.789374999999986,1.2434943279246313
61,54.7778125,1.4231651499022406
62,52.889340277777784,1.5115286759066902
63,52.9778125,1.5211004953938645
64,49.51020833333334,1.5812196360044524
65,46.20083333333333,1.6117465331680607
66,39.45173611111111,1.768521063138265
67,39.39416666666667,1.7617053547032795
68,37.59173611111111,1.7980781035429487
69,26.591215277777774,1.968296066882215
70,37.009236111111115,1.8814294539210386
71,29.817118055555554,2.0271708718836305
72,10.080069444444446,3.799746572951476
73,9.95326388888889,2.3032645078698795
74,9.881145833333333,2.3031550777554517
75,10.229618055555557,2.303178773283958
76,9.701770833333333,2.3033006300926204
77,10.048055555555555,2.3032877684235573
78,9.972430555555556,2.3032430103818577
79,9.871493055555556,2.303263567745686
80,10.048125,2.30316506977876
81,10.035972222222222,2.3032521473964054
82,9.838263888888891,2.303190672516823
83,10.239965277777777,2.3031243079900743
84,9.936736111111111,2.3032325243353844
85,9.765868055555556,2.303286923487981
86,10.204826388888888,2.303184354901314
87,9.698750000000002,2.3031992287834484
88,10.140902777777777,2.3032337525486946
89,9.947986111111112,2.303059348622958
90,9.89517361111111,2.303146684368451
91,9.998472222222222,2.3032082281311355
92,9.881180555555554,2.3032487256328267
93,10.184756944444443,2.303113395531972
94,10.032222222222222,2.303299607058366
95,10.168125,2.3030915800929073
96,9.5796875,2.3032967838446297
97,9.751701388888888,2.3031248810092606
98,9.909965277777777,2.3032313914497693
99,9.53107638888889,2.303254381755988
100,10.204131944444446,2.3031263276735943
